"project_id"	"source_id"	"headline"	"agency"	"date"
438	1024	"China hands over hospital to DR Congo"	"Xinhua News Agency"	"7 June 2006"
2403	4646	"China hands over humanitarian aid to Sudan's Darfur"	"BBC Monitoring Asia Pacific"	"23 May 2007"
1620	3237	"China hands over new university campus to Liberian government"	"BBC Monitoring Africa"	"21 July 2010"
18845	5911	"China hands over refurbished stadium to Zimbabwe gov’t"	"APANEWS"	"11 April 2010"
2217	4301	"China has Given a Loan to Zambia and Tanzania"	"LiquidAfrica Holding Limited"	"16 November 2004"
14437	5237	"China has Given a Loan to Zambia and Tanzania"	"LiquidAfrica Holding Limited"	"16 November 2004"
14451	5239	"China has Given a Loan to Zambia and Tanzania"	"LiquidAfrica Holding Limited"	"16 November 2004"
14393	5230	"China has Given a Loan to Zambia and Tanzania"	"LiquidAfrica Holding Limited"	"16 November 2004"
1494	2990	"China has Given a Loan to Zambia and Tanzania"	"LiquidAfrica Holding Limited"	"16 November 2004"
1335	2724	"China helped privileged Namibia youths"	"UPI Energy Resources"	"20 November 2009"
13505	5141	"China helping Tunisia upgrade health system in flood-hit areas"	"Xinhua's China Economic Information Service"	"27 February 2012"
1716	3425	"China helps Nigeria revitalize agriculture"	"Xinhua News Agency"	"10 July 2005"
18845	5913	"China helps Zimbabwe to renovate national sports stadium"	"Xinhua News Agency"	"19 October 2006"
1686	3365	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
1427	2882	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
1321	2701	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
741	1618	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
498	1168	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
744	1625	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
912	1935	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
1428	2883	"China in Africa digest 8-24 January"	"BBC Monitoring Africa"	"31 January 2005"
2323	4493	"China Injects $39 Million Into TAZARA Operations"	"All Africa"	"12 January 2010"
1916	3778	"China Injects $39 Million Into TAZARA Operations"	"All Africa"	"12 January 2010"
21063	6352	"China Inks Deal for Kariba Dam Upgrade"	"Engineering News-Record"	"9 August 2010"
21978	7382	"China investing heavily in Africa"	"The China Post"	"9 April 2011"
2135	4169	"China Investments in The Country Hits N888 Billion"	"All Africa"	"28 October 2009"
12307	5017	"China Investors to Launch Group"	"All Africa"	"20 February 2009"
1347	2742	"China invests $713 mln to build Ethiopia industry"	"Reuters News""http://africa.reuters.com/   [http://africa.reuters.com/]"	"28 March 2008"
1215	2514	"China Invests in Agricultural Research in Country"	"All Africa"	"28 August 2009"
449	1055	"China invests US$35 mln in Congolese post office"	"China Knowledge Press"	"6 February 2008"
450	1064	"China key to DRCongo reconstruction: Kabila"	"Agence France Presse"	"6 December 2007"
441	1042	"China key to DRCongo reconstruction: Kabila"	"Agence France Presse"	"6 December 2007"
441	1041	"China lands majority stake in Gecamines joint venture"	"The Star"	"5 November 2007"
24558	6761	"China launches de-mining training course for Sudan"	"BBC Monitoring Asia Pacific"	"7 April 2008"
2408	4653	"China launches de-mining training course for Sudan"	"BBC Monitoring Asia Pacific"	"7 April 2008"
16	31	"China launches hybrid rice training base for foreign agrotechnicians"	"Xinhua News Agency"	"12 September 2009"
15270	5322	"CHINA LAUNCHES SATELLITE FOR NIGERIA BEFORE AFRICAN DEVELOPMENT BANK"	"Bernama Daily Malaysian News"	"14 May 2007"
1712	3411	"CHINA LAUNCHES SATELLITE FOR NIGERIA BEFORE AFRICAN DEVELOPMENT BANK"	"Bernama Daily Malaysian News"	"14 May 2007"
12089	4976	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
2237	4334	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
2233	4326	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
12050	4971	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
12109	4977	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
2235	4331	"China leads the way, building on ties that go back 30 years CHINESE INTEREST: Relationship can be seen in some of Freetown's architecture. Andrew Child reports."	"Financial Times"	"14 February 2005"
85	190	"China Lends Gabon US$83 mil. for Grand Poubara Hydroelectric Project"	"Global Insight Daily Analysis"	"15 August 2008"
1110	2296	"China lends Kenya $120 mln for city roads"	"Reuters News"	"31 January 2008"
818	1771	"China Lends Kenya Sh3.2b"	"All Africa"	"23 January 2006"
819	1777	"China Lends Kenya Sh3.2b"	"All Africa"	"23 January 2006"
1065	2199	"China Lends Kenya Sh3.2b"	"All Africa"	"23 January 2006"
1065	2198	"China Lends Kenya Sh3.2b"	"All Africa"	"23 January 2006"
819	1776	"China Lends Kenya Sh3.2b"	"All Africa"	"23 January 2006"
14173	5205	"China lends Mozambique another R418.6-m"	"FT Now"	"4 March 2009"
2338	4517	"China lends Zambia $180mln for regional trade road"	"Reuters News"	"16 May 2011"
13165	5093	"China loans Congo 75.8 mln USD for medical, agricultural development"	"Xinhua News Agency"	"21 December 2010"
454	1079	"China loans Congo 75.8 mln USD for medical, agricultural development"	"Xinhua News Agency"	"21 December 2010"
19719	6046	"China loans Congo 75.8 mln USD for medical, agricultural development"	"Xinhua News Agency"	"21 December 2010"
458	1082	"China loans Congo 75.8 mln USD for medical, agricultural development"	"Xinhua News Agency"	"21 December 2010"
1456	2919	"China loans Ethiopia $500 million for dev projects"	"APANEWS"	"15 August 2011"
120	282	"China loans Ghana 28m dollars for road project"	"BBC Monitoring Africa"	"30 December 2003"
13451	5127	"China loans Ghana 28m dollars for road project"	"BBC Monitoring Africa"	"30 December 2003"
1500	3008	"China loans Ghana 28m dollars for road project"	"BBC Monitoring Africa"	"30 December 2003"
1328	2709	"China looks to Africa to bolster its resources"	"Ottawa Citizen"	"12 January 2006"
1171	2444	"China makes Africa its business Countries prove receptive to an alternative to Western ways"	"International Herald Tribune"	"19 August 2006"
1614	3216	"China Makes Big Donation"	"All Africa"	"8 September 2006"
1773	3528	"China makes donation to help Tanzania, Kenya train nurses"	"BBC Monitoring Asia Pacific"	"27 July 2006"
18141	5791	"China mulls investment in Zimbabwean metals sector"	"Metal Bulletin News Alert Service"	"26 July 2005"
26328	6874	"China mulls investment in Zimbabwean metals sector"	"Metal Bulletin News Alert Service"	"26 July 2005"
518	1210	"China National Machinery to develop iron ore mine in Gabon"	"Xinhua Financial Network (XFN) News"	"10 July 2008"
2299	4452	"China Nonferrous to build Zambia smelter"	"Metals Week"	"20 November 2006"
1971	3870	"China now second largest buyer of Mauritanian iron ore"	"www.steelbb.com [http://www.steelbb.com]"	"13 May 2008"
22333	6571	"China offers 14 mln USD worth of food to Zimbabwe"	"Xinhua News Agency"	"15 September 2011"
1974	3878	"China offers 2bn-dollar loan to Ghana"	"BBC Monitoring Africa"	"18 September 2009"
853	1845	"China offers aid to Cote d'Ivoire election"	"BBC Monitoring Asia Pacific"	"28 September 2009"
854	1846	"China offers aid to Cote d'Ivoire election"	"BBC Monitoring Asia Pacific"	"28 September 2009"
356	866	"CHINA OFFERS CAMEROON LOANS, MEDICAL EQUIPMENT"	"China Daily"	"21 July 2011"
452	1077	"China offers Congo 7.6m dollars to finance health facilities"	"BBC Monitoring Asia Pacific"	"29 December 2009"
11472	4909	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
11453	4903	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
18237	5811	"China Offers Country N$1.7 Billion"		"7 February 2007"
11419	4892	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
18237	5812	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
1314	2690	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
11439	4898	"China Offers Country N$1.7 Billion"	"All Africa"	"7 February 2007"
1585	3156	"China Offers Doctors, Skills Trainers, Foreign Minister Discloses"	"All Africa"	"7 September 2004"
1584	3154	"China Offers Doctors, Skills Trainers, Foreign Minister Discloses"	"All Africa"	"7 September 2004"
908	1928	"China offers emergency aid to cyclone-hit Madagascar"	"BBC Monitoring Asia Pacific"	"17 March 2004"
1856	3668	"China offers emergency aid to quake-hit Morocco."	"Xinhua News Agency"	"25 February 2004"
1604	3199	"China Offers Free Visas to LIBA Members"	"All Africa"	"13 February 2006"
2474	4772	"China offers humanitarian aid to Tunisia, Egypt"	"UMCI News"	"20 March 2011"
13486	5138	"China offers humanitarian aid to Tunisia, Egypt"	"UMCI News"	"20 March 2011"
1606	3201	"China offers Liberian farmers 1m dollars in farm tools"	"BBC Monitoring Africa"	"5 May 2006"
1599	3187	"China offers Liberian farmers 1m dollars in farm tools"	"BBC Monitoring Africa"	"5 May 2006"
213	579	"China offers maize cultivation training to African countries"	"Business Daily Update"	"22 August 2003"
1087	2241	"China offers maize cultivation training to African countries"	"Business Daily Update"	"22 August 2003"
1099	2274	"China Offers Mauritius A 450-Million Rupees Loan."	"All Africa"	"3 December 2000"
21137	6372	"China Offers Mauritius A 450-Million Rupees Loan."	"All Africa"	"3 December 2000"
1176	2454	"China Offers Music Equipment to Education Ministry"	"All Africa"	"5 June 2006"
1299	2669	"China offers Namibia assistance with construction of power line from Zambia"	"BBC Monitoring Africa"	"16 June 2006"
11206	4872	"China offers Namibia assistance with construction of power line from Zambia"	"BBC Monitoring Africa"	"16 June 2006"
1166	2437	"China offers Namibia assistance with construction of power line from Zambia"	"BBC Monitoring Africa"	"16 June 2006"
1995	6980	"China offers Nigeria Dollars 50bn credit."	"Financial Times"	"2 April 2008"
1591	3170	"China Offers to Rebuild Hydro"	"All Africa"	"17 March 2005"
1817	3601	"China Offers to Rebuild Hydro"	"All Africa"	"17 March 2005"
348	841	"China Offers XAF22B Loan For Cameroon Hydroelectric Dam Scheme"	"Dow Jones International News"	"7 January 2010"
505	1184	"China Offers XAF22B Loan For Cameroon Hydroelectric Dam Scheme"	"Dow Jones International News"	"7 January 2010"
1962	3861	"China oil firms eye Ghana investment"	"China Economic Review - Daily Briefings"	"16 February 2009"
1999	3923	"China oils Nigeria energy talks with Dollars 2.5bn loan."	"Financial Times"	"22 April 2008"
341	826	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
338	822	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
342	828	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
328	803	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
22668	6606	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
339	824	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
343	829	"China Opening Bus Assembly Plant in Cameroon"	"Voice of America Press Releases and Documents"	"25 March 2010"
1067	2204	"China opens 1st concrete pole factory in east Africa"	"Industry Updates"	"30 May 2005"
277	708	"China partially reduces Burundi's debt."	"BBC Monitoring Asia Pacific - Political"	"29 April 2001"
120	276	"China paves way to economic ties with Africa"	"Agence France Presse"	"19 June 2006"
1426	2881	"China paves way to economic ties with Africa"	"Agence France Presse"	"19 June 2006"
1531	3044	"China Plans Hydro Power Stations."	"All Africa"	"28 March 2003"
1930	3799	"China plans to invest $400 m in Tanzanian coal mine"	"China Energy"	"27 June 2011"
1906	3762	"China plans to invest $400 m in Tanzanian coal mine"	"China Energy"	"27 June 2011"
1154	2408	"China Pledge for Country Projects"	"All Africa"	"16 October 2009"
15451	5341	"China pledges $2.3m to Uganda in military assistance"	"Agence France Presse"	"30 November 2011"
25580	6844	"China pledges 6m dollars to Seychelles"	"BBC Monitoring Africa"	"4 May 2010"
2077	4071	"China pledges 6m dollars to Seychelles"	"BBC Monitoring Africa"	"4 May 2010"
2078	4073	"China pledges 6m dollars to Seychelles"	"BBC Monitoring Africa"	"4 May 2010"
1592	3171	"China pledges aid for Liberian army ""capacity-building"""	"BBC Monitoring Asia Pacific"	"14 April 2005"
1621	3239	"China pledges aid for Liberian army ""capacity-building"""	"BBC Monitoring Asia Pacific"	"14 April 2005"
834	1817	"China pledges further support for food security in Africa"	"Xinhua's China Economic Information Service"	"16 August 2011"
18334	5828	"China pledges more aid for Zimbabwe"	"BBC Monitoring Asia Pacific"	"23 February 2006"
2018	3956	"China Pledges More Business to Country"	"All Africa"	"28 January 2010"
1896	3741	"China Pledges More Business to Country"	"All Africa"	"28 January 2010"
12159	4983	"China Pledges More Financial Assistance"	"All Africa"	"3 October 2008"
12184	4990	"China Pledges More Financial Assistance"	"All Africa"	"3 October 2008"
12177	4989	"China Pledges More Financial Assistance"	"All Africa"	"3 October 2008"
12153	4982	"China Pledges More Financial Assistance"	"All Africa"	"3 October 2008"
1946	3822	"China pledges multi-million-dollar aid to Senegal"	"Agence France Presse"	"29 January 2009"
23255	6662	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1892	3737	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1886	3727	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1889	3731	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1887	3728	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1893	3738	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1890	3733	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1891	3735	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1888	3730	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
1894	3739	"China Pledges Support to Rwanda"	"All Africa"	"14 September 2006"
423	992	"China pledges support, forces for DR Congo peace process"	"Agence France-Presse"	"23 January 2003"
432	1011	"China pledges support, forces for DR Congo peace process"	"Agence France-Presse"	"23 January 2003"
645	1439	"China Pledges Technical Assistance."	"All Africa"	"14 January 2002"
2441	4721	"China pledges to end Sudan-Chad conflict"	"Sudan Tribune"	"2 June 2009"
1663	3316	"China pledges to fund food production in Liberia, other African countries"	"BBC Monitoring Asia Pacific"	"23 April 2008"
28108	6956	"China Pledges to Rally Behind Govt"	"All Africa"	"24 May 2011"
28100	6953	"China Pledges to Rally Behind Govt"	"All Africa"	"24 May 2011"
22239	6553	"China Pledges to Rally Behind Govt"	"All Africa"	"24 May 2011"
28116	6959	"China Pledges to Rally Behind Govt"	"All Africa"	"24 May 2011"
